,REF_DATE,GEO,Sex,Age group,UOM,VALUE
4574,2006-01-01,"Toronto, Ontario",Both sexes,30 to 34 years,Persons,407630.0
4575,2006-01-01,"Toronto, Ontario",Both sexes,35 to 39 years,Persons,439083.0
4576,2006-01-01,"Toronto, Ontario",Both sexes,40 to 44 years,Persons,475639.0
4577,2006-01-01,"Toronto, Ontario",Both sexes,45 to 49 years,Persons,428410.0
4578,2006-01-01,"Toronto, Ontario",Both sexes,50 to 54 years,Persons,359274.0
4579,2006-01-01,"Toronto, Ontario",Both sexes,55 to 59 years,Persons,307616.0
4580,2006-01-01,"Toronto, Ontario",Both sexes,60 to 64 years,Persons,221883.0
4581,2006-01-01,"Toronto, Ontario",Both sexes,65 to 69 years,Persons,175939.0
4582,2006-01-01,"Toronto, Ontario",Both sexes,70 to 74 years,Persons,149668.0
4583,2006-01-01,"Toronto, Ontario",Both sexes,75 to 79 years,Persons,124441.0
4968,2006-01-01,"Calgary, Alberta",Both sexes,20 to 24 years,Persons,88811.0
4969,2006-01-01,"Calgary, Alberta",Both sexes,25 to 29 years,Persons,93569.0
4970,2006-01-01,"Calgary, Alberta",Both sexes,30 to 34 years,Persons,93555.0
4971,2006-01-01,"Calgary, Alberta",Both sexes,35 to 39 years,Persons,92086.0
4972,2006-01-01,"Calgary, Alberta",Both sexes,40 to 44 years,Persons,96514.0
4973,2006-01-01,"Calgary, Alberta",Both sexes,45 to 49 years,Persons,95606.0
4974,2006-01-01,"Calgary, Alberta",Both sexes,50 to 54 years,Persons,80576.0
4975,2006-01-01,"Calgary, Alberta",Both sexes,55 to 59 years,Persons,61315.0
4976,2006-01-01,"Calgary, Alberta",Both sexes,60 to 64 years,Persons,40659.0
4977,2006-01-01,"Calgary, Alberta",Both sexes,65 to 69 years,Persons,29702.0
4978,2006-01-01,"Calgary, Alberta",Both sexes,70 to 74 years,Persons,25011.0
4979,2006-01-01,"Calgary, Alberta",Both sexes,75 to 79 years,Persons,21023.0
5004,2006-01-01,"Edmonton, Alberta",Both sexes,20 to 24 years,Persons,91852.0
5005,2006-01-01,"Edmonton, Alberta",Both sexes,25 to 29 years,Persons,86202.0
5006,2006-01-01,"Edmonton, Alberta",Both sexes,30 to 34 years,Persons,77798.0
5007,2006-01-01,"Edmonton, Alberta",Both sexes,35 to 39 years,Persons,77202.0
5008,2006-01-01,"Edmonton, Alberta",Both sexes,40 to 44 years,Persons,87158.0
5009,2006-01-01,"Edmonton, Alberta",Both sexes,45 to 49 years,Persons,88002.0
5010,2006-01-01,"Edmonton, Alberta",Both sexes,50 to 54 years,Persons,76955.0
5011,2006-01-01,"Edmonton, Alberta",Both sexes,55 to 59 years,Persons,62069.0
5012,2006-01-01,"Edmonton, Alberta",Both sexes,60 to 64 years,Persons,43776.0
5013,2006-01-01,"Edmonton, Alberta",Both sexes,65 to 69 years,Persons,33561.0
5014,2006-01-01,"Edmonton, Alberta",Both sexes,70 to 74 years,Persons,28321.0
5015,2006-01-01,"Edmonton, Alberta",Both sexes,75 to 79 years,Persons,23450.0
5076,2006-01-01,"Vancouver, British Columbia",Both sexes,20 to 24 years,Persons,162605.0
5077,2006-01-01,"Vancouver, British Columbia",Both sexes,25 to 29 years,Persons,160499.0
5078,2006-01-01,"Vancouver, British Columbia",Both sexes,30 to 34 years,Persons,157223.0
5079,2006-01-01,"Vancouver, British Columbia",Both sexes,35 to 39 years,Persons,174105.0
5080,2006-01-01,"Vancouver, British Columbia",Both sexes,40 to 44 years,Persons,189624.0
5081,2006-01-01,"Vancouver, British Columbia",Both sexes,45 to 49 years,Persons,180862.0
5082,2006-01-01,"Vancouver, British Columbia",Both sexes,50 to 54 years,Persons,161553.0
5083,2006-01-01,"Vancouver, British Columbia",Both sexes,55 to 59 years,Persons,140121.0
5084,2006-01-01,"Vancouver, British Columbia",Both sexes,60 to 64 years,Persons,99249.0
5085,2006-01-01,"Vancouver, British Columbia",Both sexes,65 to 69 years,Persons,76703.0
5086,2006-01-01,"Vancouver, British Columbia",Both sexes,70 to 74 years,Persons,64402.0
5087,2006-01-01,"Vancouver, British Columbia",Both sexes,75 to 79 years,Persons,54163.0
5364,2007-01-01,"Montréal, Quebec",Both sexes,20 to 24 years,Persons,253518.0
5365,2007-01-01,"Montréal, Quebec",Both sexes,25 to 29 years,Persons,284657.0
5366,2007-01-01,"Montréal, Quebec",Both sexes,30 to 34 years,Persons,273596.0
5367,2007-01-01,"Montréal, Quebec",Both sexes,35 to 39 years,Persons,277677.0
5368,2007-01-01,"Montréal, Quebec",Both sexes,40 to 44 years,Persons,313437.0
5369,2007-01-01,"Montréal, Quebec",Both sexes,45 to 49 years,Persons,313841.0
5370,2007-01-01,"Montréal, Quebec",Both sexes,50 to 54 years,Persons,277463.0
5371,2007-01-01,"Montréal, Quebec",Both sexes,55 to 59 years,Persons,236021.0
5372,2007-01-01,"Montréal, Quebec",Both sexes,60 to 64 years,Persons,198885.0
5373,2007-01-01,"Montréal, Quebec",Both sexes,65 to 69 years,Persons,149312.0
5374,2007-01-01,"Montréal, Quebec",Both sexes,70 to 74 years,Persons,123598.0
5375,2007-01-01,"Montréal, Quebec",Both sexes,75 to 79 years,Persons,106043.0
5436,2007-01-01,"Toronto, Ontario",Both sexes,20 to 24 years,Persons,380755.0
5437,2007-01-01,"Toronto, Ontario",Both sexes,25 to 29 years,Persons,392791.0
5438,2007-01-01,"Toronto, Ontario",Both sexes,30 to 34 years,Persons,406656.0
5439,2007-01-01,"Toronto, Ontario",Both sexes,35 to 39 years,Persons,437117.0
5440,2007-01-01,"Toronto, Ontario",Both sexes,40 to 44 years,Persons,471790.0
5441,2007-01-01,"Toronto, Ontario",Both sexes,45 to 49 years,Persons,442021.0
5442,2007-01-01,"Toronto, Ontario",Both sexes,50 to 54 years,Persons,373625.0
5443,2007-01-01,"Toronto, Ontario",Both sexes,55 to 59 years,Persons,312077.0
5444,2007-01-01,"Toronto, Ontario",Both sexes,60 to 64 years,Persons,240753.0
5445,2007-01-01,"Toronto, Ontario",Both sexes,65 to 69 years,Persons,181056.0
5446,2007-01-01,"Toronto, Ontario",Both sexes,70 to 74 years,Persons,152160.0
5447,2007-01-01,"Toronto, Ontario",Both sexes,75 to 79 years,Persons,126620.0
5832,2007-01-01,"Calgary, Alberta",Both sexes,20 to 24 years,Persons,91686.0
5833,2007-01-01,"Calgary, Alberta",Both sexes,25 to 29 years,Persons,98162.0
5834,2007-01-01,"Calgary, Alberta",Both sexes,30 to 34 years,Persons,95767.0
5835,2007-01-01,"Calgary, Alberta",Both sexes,35 to 39 years,Persons,95359.0
5836,2007-01-01,"Calgary, Alberta",Both sexes,40 to 44 years,Persons,96246.0
5837,2007-01-01,"Calgary, Alberta",Both sexes,45 to 49 years,Persons,97420.0
5838,2007-01-01,"Calgary, Alberta",Both sexes,50 to 54 years,Persons,85186.0
5839,2007-01-01,"Calgary, Alberta",Both sexes,55 to 59 years,Persons,63131.0
5840,2007-01-01,"Calgary, Alberta",Both sexes,60 to 64 years,Persons,44395.0
5841,2007-01-01,"Calgary, Alberta",Both sexes,65 to 69 years,Persons,30738.0
5842,2007-01-01,"Calgary, Alberta",Both sexes,70 to 74 years,Persons,25130.0
5843,2007-01-01,"Calgary, Alberta",Both sexes,75 to 79 years,Persons,21419.0
5868,2007-01-01,"Edmonton, Alberta",Both sexes,20 to 24 years,Persons,94525.0
5869,2007-01-01,"Edmonton, Alberta",Both sexes,25 to 29 years,Persons,91861.0
5870,2007-01-01,"Edmonton, Alberta",Both sexes,30 to 34 years,Persons,81236.0
5871,2007-01-01,"Edmonton, Alberta",Both sexes,35 to 39 years,Persons,78820.0
5872,2007-01-01,"Edmonton, Alberta",Both sexes,40 to 44 years,Persons,86214.0
5873,2007-01-01,"Edmonton, Alberta",Both sexes,45 to 49 years,Persons,90333.0
5874,2007-01-01,"Edmonton, Alberta",Both sexes,50 to 54 years,Persons,80621.0
5875,2007-01-01,"Edmonton, Alberta",Both sexes,55 to 59 years,Persons,63837.0
5876,2007-01-01,"Edmonton, Alberta",Both sexes,60 to 64 years,Persons,47563.0
5877,2007-01-01,"Edmonton, Alberta",Both sexes,65 to 69 years,Persons,34672.0
5878,2007-01-01,"Edmonton, Alberta",Both sexes,70 to 74 years,Persons,28454.0
5879,2007-01-01,"Edmonton, Alberta",Both sexes,75 to 79 years,Persons,24033.0
5940,2007-01-01,"Vancouver, British Columbia",Both sexes,20 to 24 years,Persons,162546.0
5941,2007-01-01,"Vancouver, British Columbia",Both sexes,25 to 29 years,Persons,164832.0
5942,2007-01-01,"Vancouver, British Columbia",Both sexes,30 to 34 years,Persons,158050.0
5943,2007-01-01,"Vancouver, British Columbia",Both sexes,35 to 39 years,Persons,174459.0
5944,2007-01-01,"Vancouver, British Columbia",Both sexes,40 to 44 years,Persons,187267.0
5945,2007-01-01,"Vancouver, British Columbia",Both sexes,45 to 49 years,Persons,184318.0
5946,2007-01-01,"Vancouver, British Columbia",Both sexes,50 to 54 years,Persons,165637.0
5947,2007-01-01,"Vancouver, British Columbia",Both sexes,55 to 59 years,Persons,141929.0
5948,2007-01-01,"Vancouver, British Columbia",Both sexes,60 to 64 years,Persons,107608.0
5949,2007-01-01,"Vancouver, British Columbia",Both sexes,65 to 69 years,Persons,79275.0
5950,2007-01-01,"Vancouver, British Columbia",Both sexes,70 to 74 years,Persons,65291.0
5951,2007-01-01,"Vancouver, British Columbia",Both sexes,75 to 79 years,Persons,55038.0
6228,2008-01-01,"Montréal, Quebec",Both sexes,20 to 24 years,Persons,252364.0
6229,2008-01-01,"Montréal, Quebec",Both sexes,25 to 29 years,Persons,284189.0
6230,2008-01-01,"Montréal, Quebec",Both sexes,30 to 34 years,Persons,280908.0
6231,2008-01-01,"Montréal, Quebec",Both sexes,35 to 39 years,Persons,276480.0
6232,2008-01-01,"Montréal, Quebec",Both sexes,40 to 44 years,Persons,304033.0
6233,2008-01-01,"Montréal, Quebec",Both sexes,45 to 49 years,Persons,317424.0
6234,2008-01-01,"Montréal, Quebec",Both sexes,50 to 54 years,Persons,285181.0
6235,2008-01-01,"Montréal, Quebec",Both sexes,55 to 59 years,Persons,239792.0
6236,2008-01-01,"Montréal, Quebec",Both sexes,60 to 64 years,Persons,205661.0
6237,2008-01-01,"Montréal, Quebec",Both sexes,65 to 69 years,Persons,156055.0
6238,2008-01-01,"Montréal, Quebec",Both sexes,70 to 74 years,Persons,124117.0
6239,2008-01-01,"Montréal, Quebec",Both sexes,75 to 79 years,Persons,107909.0
6300,2008-01-01,"Toronto, Ontario",Both sexes,20 to 24 years,Persons,384384.0
6301,2008-01-01,"Toronto, Ontario",Both sexes,25 to 29 years,Persons,400811.0
6302,2008-01-01,"Toronto, Ontario",Both sexes,30 to 34 years,Persons,406898.0
6303,2008-01-01,"Toronto, Ontario",Both sexes,35 to 39 years,Persons,433870.0
6304,2008-01-01,"Toronto, Ontario",Both sexes,40 to 44 years,Persons,463889.0
6305,2008-01-01,"Toronto, Ontario",Both sexes,45 to 49 years,Persons,458098.0
6306,2008-01-01,"Toronto, Ontario",Both sexes,50 to 54 years,Persons,388109.0
6307,2008-01-01,"Toronto, Ontario",Both sexes,55 to 59 years,Persons,319421.0
6308,2008-01-01,"Toronto, Ontario",Both sexes,60 to 64 years,Persons,257176.0
6309,2008-01-01,"Toronto, Ontario",Both sexes,65 to 69 years,Persons,187692.0
6310,2008-01-01,"Toronto, Ontario",Both sexes,70 to 74 years,Persons,155063.0
6311,2008-01-01,"Toronto, Ontario",Both sexes,75 to 79 years,Persons,129080.0
6696,2008-01-01,"Calgary, Alberta",Both sexes,20 to 24 years,Persons,92964.0
6697,2008-01-01,"Calgary, Alberta",Both sexes,25 to 29 years,Persons,103434.0
6698,2008-01-01,"Calgary, Alberta",Both sexes,30 to 34 years,Persons,98957.0
6699,2008-01-01,"Calgary, Alberta",Both sexes,35 to 39 years,Persons,98302.0
6700,2008-01-01,"Calgary, Alberta",Both sexes,40 to 44 years,Persons,95761.0
6701,2008-01-01,"Calgary, Alberta",Both sexes,45 to 49 years,Persons,99580.0
6702,2008-01-01,"Calgary, Alberta",Both sexes,50 to 54 years,Persons,88588.0
6703,2008-01-01,"Calgary, Alberta",Both sexes,55 to 59 years,Persons,65635.0
6704,2008-01-01,"Calgary, Alberta",Both sexes,60 to 64 years,Persons,47979.0
6705,2008-01-01,"Calgary, Alberta",Both sexes,65 to 69 years,Persons,32193.0
6706,2008-01-01,"Calgary, Alberta",Both sexes,70 to 74 years,Persons,25294.0
6707,2008-01-01,"Calgary, Alberta",Both sexes,75 to 79 years,Persons,21697.0
6732,2008-01-01,"Edmonton, Alberta",Both sexes,20 to 24 years,Persons,95183.0
6733,2008-01-01,"Edmonton, Alberta",Both sexes,25 to 29 years,Persons,97490.0
6734,2008-01-01,"Edmonton, Alberta",Both sexes,30 to 34 years,Persons,84720.0
6735,2008-01-01,"Edmonton, Alberta",Both sexes,35 to 39 years,Persons,80909.0
6736,2008-01-01,"Edmonton, Alberta",Both sexes,40 to 44 years,Persons,84527.0
6737,2008-01-01,"Edmonton, Alberta",Both sexes,45 to 49 years,Persons,92294.0
6738,2008-01-01,"Edmonton, Alberta",Both sexes,50 to 54 years,Persons,83910.0
6739,2008-01-01,"Edmonton, Alberta",Both sexes,55 to 59 years,Persons,65744.0
6740,2008-01-01,"Edmonton, Alberta",Both sexes,60 to 64 years,Persons,50852.0
6741,2008-01-01,"Edmonton, Alberta",Both sexes,65 to 69 years,Persons,35983.0
6742,2008-01-01,"Edmonton, Alberta",Both sexes,70 to 74 years,Persons,28710.0
6743,2008-01-01,"Edmonton, Alberta",Both sexes,75 to 79 years,Persons,24386.0
6804,2008-01-01,"Vancouver, British Columbia",Both sexes,20 to 24 years,Persons,164222.0
6805,2008-01-01,"Vancouver, British Columbia",Both sexes,25 to 29 years,Persons,171386.0
6806,2008-01-01,"Vancouver, British Columbia",Both sexes,30 to 34 years,Persons,160187.0
6807,2008-01-01,"Vancouver, British Columbia",Both sexes,35 to 39 years,Persons,174446.0
6808,2008-01-01,"Vancouver, British Columbia",Both sexes,40 to 44 years,Persons,184538.0
6809,2008-01-01,"Vancouver, British Columbia",Both sexes,45 to 49 years,Persons,189321.0
6810,2008-01-01,"Vancouver, British Columbia",Both sexes,50 to 54 years,Persons,170364.0
6811,2008-01-01,"Vancouver, British Columbia",Both sexes,55 to 59 years,Persons,144210.0
6812,2008-01-01,"Vancouver, British Columbia",Both sexes,60 to 64 years,Persons,115019.0
6813,2008-01-01,"Vancouver, British Columbia",Both sexes,65 to 69 years,Persons,82621.0
6814,2008-01-01,"Vancouver, British Columbia",Both sexes,70 to 74 years,Persons,66316.0
6815,2008-01-01,"Vancouver, British Columbia",Both sexes,75 to 79 years,Persons,55896.0
7092,2009-01-01,"Montréal, Quebec",Both sexes,20 to 24 years,Persons,256952.0
7093,2009-01-01,"Montréal, Quebec",Both sexes,25 to 29 years,Persons,285337.0
7094,2009-01-01,"Montréal, Quebec",Both sexes,30 to 34 years,Persons,288629.0
7095,2009-01-01,"Montréal, Quebec",Both sexes,35 to 39 years,Persons,277321.0
7096,2009-01-01,"Montréal, Quebec",Both sexes,40 to 44 years,Persons,296245.0
7097,2009-01-01,"Montréal, Quebec",Both sexes,45 to 49 years,Persons,319504.0
7098,2009-01-01,"Montréal, Quebec",Both sexes,50 to 54 years,Persons,292083.0
7099,2009-01-01,"Montréal, Quebec",Both sexes,55 to 59 years,Persons,244930.0
7100,2009-01-01,"Montréal, Quebec",Both sexes,60 to 64 years,Persons,211864.0
7101,2009-01-01,"Montréal, Quebec",Both sexes,65 to 69 years,Persons,162832.0
7102,2009-01-01,"Montréal, Quebec",Both sexes,70 to 74 years,Persons,125999.0
7103,2009-01-01,"Montréal, Quebec",Both sexes,75 to 79 years,Persons,108852.0
7164,2009-01-01,"Toronto, Ontario",Both sexes,20 to 24 years,Persons,391477.0
7165,2009-01-01,"Toronto, Ontario",Both sexes,25 to 29 years,Persons,408817.0
7166,2009-01-01,"Toronto, Ontario",Both sexes,30 to 34 years,Persons,408376.0
7167,2009-01-01,"Toronto, Ontario",Both sexes,35 to 39 years,Persons,429512.0
7168,2009-01-01,"Toronto, Ontario",Both sexes,40 to 44 years,Persons,455540.0
7169,2009-01-01,"Toronto, Ontario",Both sexes,45 to 49 years,Persons,472071.0
7170,2009-01-01,"Toronto, Ontario",Both sexes,50 to 54 years,Persons,402321.0
7171,2009-01-01,"Toronto, Ontario",Both sexes,55 to 59 years,Persons,329099.0
7172,2009-01-01,"Toronto, Ontario",Both sexes,60 to 64 years,Persons,272564.0
7173,2009-01-01,"Toronto, Ontario",Both sexes,65 to 69 years,Persons,194707.0
7174,2009-01-01,"Toronto, Ontario",Both sexes,70 to 74 years,Persons,159430.0
7175,2009-01-01,"Toronto, Ontario",Both sexes,75 to 79 years,Persons,131588.0
7560,2009-01-01,"Calgary, Alberta",Both sexes,20 to 24 years,Persons,93429.0
7561,2009-01-01,"Calgary, Alberta",Both sexes,25 to 29 years,Persons,108936.0
7562,2009-01-01,"Calgary, Alberta",Both sexes,30 to 34 years,Persons,102663.0
7563,2009-01-01,"Calgary, Alberta",Both sexes,35 to 39 years,Persons,100391.0
7564,2009-01-01,"Calgary, Alberta",Both sexes,40 to 44 years,Persons,95896.0
7565,2009-01-01,"Calgary, Alberta",Both sexes,45 to 49 years,Persons,101488.0
7566,2009-01-01,"Calgary, Alberta",Both sexes,50 to 54 years,Persons,92050.0
7567,2009-01-01,"Calgary, Alberta",Both sexes,55 to 59 years,Persons,69674.0
7568,2009-01-01,"Calgary, Alberta",Both sexes,60 to 64 years,Persons,51200.0
7569,2009-01-01,"Calgary, Alberta",Both sexes,65 to 69 years,Persons,33786.0
7570,2009-01-01,"Calgary, Alberta",Both sexes,70 to 74 years,Persons,25878.0
7571,2009-01-01,"Calgary, Alberta",Both sexes,75 to 79 years,Persons,21727.0
7596,2009-01-01,"Edmonton, Alberta",Both sexes,20 to 24 years,Persons,96782.0
7597,2009-01-01,"Edmonton, Alberta",Both sexes,25 to 29 years,Persons,103352.0
7598,2009-01-01,"Edmonton, Alberta",Both sexes,30 to 34 years,Persons,89337.0
7599,2009-01-01,"Edmonton, Alberta",Both sexes,35 to 39 years,Persons,83303.0
7600,2009-01-01,"Edmonton, Alberta",Both sexes,40 to 44 years,Persons,83766.0
7601,2009-01-01,"Edmonton, Alberta",Both sexes,45 to 49 years,Persons,93801.0
7602,2009-01-01,"Edmonton, Alberta",Both sexes,50 to 54 years,Persons,86582.0
7603,2009-01-01,"Edmonton, Alberta",Both sexes,55 to 59 years,Persons,69318.0
7604,2009-01-01,"Edmonton, Alberta",Both sexes,60 to 64 years,Persons,53796.0
7605,2009-01-01,"Edmonton, Alberta",Both sexes,65 to 69 years,Persons,37484.0
7606,2009-01-01,"Edmonton, Alberta",Both sexes,70 to 74 years,Persons,29100.0
7607,2009-01-01,"Edmonton, Alberta",Both sexes,75 to 79 years,Persons,24665.0
7668,2009-01-01,"Vancouver, British Columbia",Both sexes,20 to 24 years,Persons,168738.0
7669,2009-01-01,"Vancouver, British Columbia",Both sexes,25 to 29 years,Persons,179927.0
7670,2009-01-01,"Vancouver, British Columbia",Both sexes,30 to 34 years,Persons,165037.0
7671,2009-01-01,"Vancouver, British Columbia",Both sexes,35 to 39 years,Persons,173013.0
7672,2009-01-01,"Vancouver, British Columbia",Both sexes,40 to 44 years,Persons,183433.0
7673,2009-01-01,"Vancouver, British Columbia",Both sexes,45 to 49 years,Persons,194427.0
7674,2009-01-01,"Vancouver, British Columbia",Both sexes,50 to 54 years,Persons,174738.0
7675,2009-01-01,"Vancouver, British Columbia",Both sexes,55 to 59 years,Persons,147900.0
7676,2009-01-01,"Vancouver, British Columbia",Both sexes,60 to 64 years,Persons,121563.0
7677,2009-01-01,"Vancouver, British Columbia",Both sexes,65 to 69 years,Persons,87067.0
7678,2009-01-01,"Vancouver, British Columbia",Both sexes,70 to 74 years,Persons,67842.0
7679,2009-01-01,"Vancouver, British Columbia",Both sexes,75 to 79 years,Persons,56477.0
7956,2010-01-01,"Montréal, Quebec",Both sexes,20 to 24 years,Persons,265070.0
7957,2010-01-01,"Montréal, Quebec",Both sexes,25 to 29 years,Persons,285227.0
7958,2010-01-01,"Montréal, Quebec",Both sexes,30 to 34 years,Persons,295617.0
7959,2010-01-01,"Montréal, Quebec",Both sexes,35 to 39 years,Persons,281150.0
7960,2010-01-01,"Montréal, Quebec",Both sexes,40 to 44 years,Persons,289639.0
7961,2010-01-01,"Montréal, Quebec",Both sexes,45 to 49 years,Persons,319499.0
7962,2010-01-01,"Montréal, Quebec",Both sexes,50 to 54 years,Persons,297951.0
7963,2010-01-01,"Montréal, Quebec",Both sexes,55 to 59 years,Persons,251486.0
7964,2010-01-01,"Montréal, Quebec",Both sexes,60 to 64 years,Persons,217299.0
7965,2010-01-01,"Montréal, Quebec",Both sexes,65 to 69 years,Persons,169699.0
7966,2010-01-01,"Montréal, Quebec",Both sexes,70 to 74 years,Persons,128713.0
7967,2010-01-01,"Montréal, Quebec",Both sexes,75 to 79 years,Persons,109146.0
8028,2010-01-01,"Toronto, Ontario",Both sexes,20 to 24 years,Persons,401081.0
8029,2010-01-01,"Toronto, Ontario",Both sexes,25 to 29 years,Persons,419259.0
8030,2010-01-01,"Toronto, Ontario",Both sexes,30 to 34 years,Persons,410814.0
8031,2010-01-01,"Toronto, Ontario",Both sexes,35 to 39 years,Persons,426985.0
8032,2010-01-01,"Toronto, Ontario",Both sexes,40 to 44 years,Persons,448901.0
8033,2010-01-01,"Toronto, Ontario",Both sexes,45 to 49 years,Persons,478962.0
8034,2010-01-01,"Toronto, Ontario",Both sexes,50 to 54 years,Persons,416844.0
8035,2010-01-01,"Toronto, Ontario",Both sexes,55 to 59 years,Persons,341185.0
8036,2010-01-01,"Toronto, Ontario",Both sexes,60 to 64 years,Persons,288023.0
8037,2010-01-01,"Toronto, Ontario",Both sexes,65 to 69 years,Persons,202091.0
8038,2010-01-01,"Toronto, Ontario",Both sexes,70 to 74 years,Persons,163849.0
8039,2010-01-01,"Toronto, Ontario",Both sexes,75 to 79 years,Persons,133453.0
8424,2010-01-01,"Calgary, Alberta",Both sexes,20 to 24 years,Persons,92048.0
8425,2010-01-01,"Calgary, Alberta",Both sexes,25 to 29 years,Persons,110295.0
8426,2010-01-01,"Calgary, Alberta",Both sexes,30 to 34 years,Persons,104712.0
8427,2010-01-01,"Calgary, Alberta",Both sexes,35 to 39 years,Persons,100790.0
8428,2010-01-01,"Calgary, Alberta",Both sexes,40 to 44 years,Persons,95619.0
8429,2010-01-01,"Calgary, Alberta",Both sexes,45 to 49 years,Persons,101310.0
8430,2010-01-01,"Calgary, Alberta",Both sexes,50 to 54 years,Persons,94737.0
8431,2010-01-01,"Calgary, Alberta",Both sexes,55 to 59 years,Persons,73709.0
8432,2010-01-01,"Calgary, Alberta",Both sexes,60 to 64 years,Persons,54810.0
8433,2010-01-01,"Calgary, Alberta",Both sexes,65 to 69 years,Persons,35351.0
8434,2010-01-01,"Calgary, Alberta",Both sexes,70 to 74 years,Persons,26397.0
8435,2010-01-01,"Calgary, Alberta",Both sexes,75 to 79 years,Persons,21990.0
8460,2010-01-01,"Edmonton, Alberta",Both sexes,20 to 24 years,Persons,96892.0
8461,2010-01-01,"Edmonton, Alberta",Both sexes,25 to 29 years,Persons,106006.0
8462,2010-01-01,"Edmonton, Alberta",Both sexes,30 to 34 years,Persons,92645.0
8463,2010-01-01,"Edmonton, Alberta",Both sexes,35 to 39 years,Persons,84357.0
8464,2010-01-01,"Edmonton, Alberta",Both sexes,40 to 44 years,Persons,82830.0
8465,2010-01-01,"Edmonton, Alberta",Both sexes,45 to 49 years,Persons,93641.0
8466,2010-01-01,"Edmonton, Alberta",Both sexes,50 to 54 years,Persons,88661.0
8467,2010-01-01,"Edmonton, Alberta",Both sexes,55 to 59 years,Persons,72871.0
8468,2010-01-01,"Edmonton, Alberta",Both sexes,60 to 64 years,Persons,56686.0
8469,2010-01-01,"Edmonton, Alberta",Both sexes,65 to 69 years,Persons,38869.0
8470,2010-01-01,"Edmonton, Alberta",Both sexes,70 to 74 years,Persons,29870.0
8471,2010-01-01,"Edmonton, Alberta",Both sexes,75 to 79 years,Persons,24655.0
8532,2010-01-01,"Vancouver, British Columbia",Both sexes,20 to 24 years,Persons,172364.0
8533,2010-01-01,"Vancouver, British Columbia",Both sexes,25 to 29 years,Persons,186618.0
8534,2010-01-01,"Vancouver, British Columbia",Both sexes,30 to 34 years,Persons,169586.0
8535,2010-01-01,"Vancouver, British Columbia",Both sexes,35 to 39 years,Persons,171424.0
8536,2010-01-01,"Vancouver, British Columbia",Both sexes,40 to 44 years,Persons,184388.0
8537,2010-01-01,"Vancouver, British Columbia",Both sexes,45 to 49 years,Persons,195333.0
8538,2010-01-01,"Vancouver, British Columbia",Both sexes,50 to 54 years,Persons,178111.0
8539,2010-01-01,"Vancouver, British Columbia",Both sexes,55 to 59 years,Persons,152196.0
8540,2010-01-01,"Vancouver, British Columbia",Both sexes,60 to 64 years,Persons,128966.0
8541,2010-01-01,"Vancouver, British Columbia",Both sexes,65 to 69 years,Persons,90779.0
8542,2010-01-01,"Vancouver, British Columbia",Both sexes,70 to 74 years,Persons,69972.0
8543,2010-01-01,"Vancouver, British Columbia",Both sexes,75 to 79 years,Persons,57088.0
8820,2011-01-01,"Montréal, Quebec",Both sexes,20 to 24 years,Persons,274396.0
8821,2011-01-01,"Montréal, Quebec",Both sexes,25 to 29 years,Persons,282789.0
8822,2011-01-01,"Montréal, Quebec",Both sexes,30 to 34 years,Persons,301989.0
8823,2011-01-01,"Montréal, Quebec",Both sexes,35 to 39 years,Persons,284663.0
8824,2011-01-01,"Montréal, Quebec",Both sexes,40 to 44 years,Persons,287456.0
8825,2011-01-01,"Montréal, Quebec",Both sexes,45 to 49 years,Persons,313991.0
8826,2011-01-01,"Montréal, Quebec",Both sexes,50 to 54 years,Persons,304971.0
8827,2011-01-01,"Montréal, Quebec",Both sexes,55 to 59 years,Persons,256862.0
8828,2011-01-01,"Montréal, Quebec",Both sexes,60 to 64 years,Persons,222073.0
8829,2011-01-01,"Montréal, Quebec",Both sexes,65 to 69 years,Persons,176421.0
8830,2011-01-01,"Montréal, Quebec",Both sexes,70 to 74 years,Persons,133203.0
8831,2011-01-01,"Montréal, Quebec",Both sexes,75 to 79 years,Persons,108647.0
8892,2011-01-01,"Toronto, Ontario",Both sexes,20 to 24 years,Persons,410195.0
8893,2011-01-01,"Toronto, Ontario",Both sexes,25 to 29 years,Persons,426078.0
8894,2011-01-01,"Toronto, Ontario",Both sexes,30 to 34 years,Persons,417198.0
8895,2011-01-01,"Toronto, Ontario",Both sexes,35 to 39 years,Persons,422474.0
8896,2011-01-01,"Toronto, Ontario",Both sexes,40 to 44 years,Persons,448232.0
8897,2011-01-01,"Toronto, Ontario",Both sexes,45 to 49 years,Persons,477237.0
8898,2011-01-01,"Toronto, Ontario",Both sexes,50 to 54 years,Persons,431604.0
8899,2011-01-01,"Toronto, Ontario",Both sexes,55 to 59 years,Persons,353747.0
8900,2011-01-01,"Toronto, Ontario",Both sexes,60 to 64 years,Persons,299698.0
8901,2011-01-01,"Toronto, Ontario",Both sexes,65 to 69 years,Persons,213067.0
8902,2011-01-01,"Toronto, Ontario",Both sexes,70 to 74 years,Persons,167804.0
8903,2011-01-01,"Toronto, Ontario",Both sexes,75 to 79 years,Persons,135299.0
9288,2011-01-01,"Calgary, Alberta",Both sexes,20 to 24 years,Persons,91514.0
9289,2011-01-01,"Calgary, Alberta",Both sexes,25 to 29 years,Persons,110620.0
9290,2011-01-01,"Calgary, Alberta",Both sexes,30 to 34 years,Persons,107584.0
